Locus_tag	Orig_Location	Orig_Num_Transcripts	Contig:start-end	Strand	Gene_Length	Num_Transcripts	mRNA_AED	CDS_AED	Description
I1I15_001282	contig1:3594211-3595531	1	contig1:3594211-3595531	+	1320	1	0.000	0.000	no change
I1I15_001283	contig1:3598510-3599889	1	contig1:3598510-3599889	+	1379	1	0.000	0.000	no change
I1I15_001284	contig1:3600417-3601199	1	contig1:3600417-3601199	-	782	1	0.000	0.000	no change
I1I15_001285	contig1:3601595-3602659	1	contig1:3601595-3602659	+	1064	1	0.000	0.000	no change
I1I15_001286	contig1:3603282-3605336	1	contig1:3603282-3605336	-	2054	1	0.000	0.000	no change
I1I15_001287	contig1:3606584-3609533	1	contig1:3606553-3610269	+	3716	1	0.107	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001288	contig1:3611047-3612676	1	contig1:3611047-3612676	+	1629	1	0.000	0.000	no change
I1I15_001289	contig1:3613946-3615494	1	contig1:3613946-3615494	-	1548	1	0.000	0.000	no change
I1I15_001290	contig1:3617104-3618804	1	contig1:3617104-3618804	+	1700	1	0.000	0.000	no change
I1I15_001291	contig1:3619139-3620083	1	contig1:3619139-3620083	-	944	1	0.000	0.000	no change
I1I15_001292	contig1:3620395-3623287	1	contig1:3620395-3623287	+	2892	1	0.000	0.000	no change
I1I15_001293	contig1:3624059-3624808	1	contig1:3624059-3624808	-	749	1	0.000	0.000	no change
I1I15_001294	contig1:3626665-3631743	1	contig1:3626665-3631743	-	5078	1	0.000	0.000	no change
I1I15_001295	contig1:3633745-3634626	1	contig1:3633745-3634626	+	881	1	0.000	0.000	no change
I1I15_001296	contig1:3636572-3638213	1	contig1:3636572-3638213	-	1641	1	0.000	0.000	no change
I1I15_001297	contig1:3639691-3647595	1	contig1:3639691-3647595	+	7904	1	0.000	0.000	no change
I1I15_001298	contig1:3648143-3648448	1	contig1:3648143-3648448	-	305	1	0.000	0.000	no change
I1I15_001299	contig1:3648460-3649830	1	contig1:3648460-3649830	+	1370	1	0.000	0.000	no change
I1I15_001300	contig1:3650572-3651625	1	contig1:3650572-3651625	+	1053	1	0.000	0.000	no change
I1I15_001301	contig1:3652120-3655004	1	contig1:3652120-3655004	+	2884	1	0.000	0.000	no change
I1I15_001302	contig1:3655689-3657279	1	contig1:3655689-3657279	+	1590	1	0.000	0.000	no change
I1I15_001303	contig1:3658983-3662026	1	contig1:3658983-3662026	-	3043	1	0.000	0.000	no change
I1I15_001304	contig1:3662322-3663814	1	contig1:3662322-3663814	-	1492	1	0.000	0.000	no change
I1I15_001305	contig1:3664879-3665961	1	contig1:3664879-3665961	+	1082	1	0.000	0.000	no change
I1I15_001306	contig1:3666514-3668316	1	contig1:3666514-3668316	+	1802	1	0.000	0.000	no change
I1I15_001307	contig1:3669367-3670357	1	contig1:3669367-3670357	-	990	1	0.000	0.000	no change
I1I15_001308	contig1:3670761-3674160	1	contig1:3670761-3674160	-	3399	1	0.000	0.000	no change
I1I15_001309	contig1:3675740-3676370	1	contig1:3675586-3676404	-	818	1	0.167	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001310	contig1:3679731-3680492	1	contig1:3679731-3680492	+	761	1	0.000	0.000	no change
I1I15_001311	contig1:3680593-3682186	1	contig1:3680593-3682186	-	1593	1	0.000	0.000	no change
I1I15_001312	contig1:3682199-3682618	1	contig1:3682199-3682618	-	419	1	0.000	0.000	no change
I1I15_001313	contig1:3683237-3685188	1	contig1:3683237-3685188	-	1951	1	0.000	0.000	no change
I1I15_001314	contig1:3686043-3686633	1	contig1:3686043-3686633	+	590	1	0.000	0.000	no change
I1I15_001315	contig1:3687272-3688244	1	contig1:3687272-3688244	+	972	1	0.000	0.000	no change
I1I15_001316	contig1:3688637-3691198	1	contig1:3688637-3691198	-	2561	1	0.000	0.000	no change
I1I15_001317	contig1:3692764-3693796	1	contig1:3692764-3693796	+	1032	1	0.000	0.000	no change
I1I15_001318	contig1:3694320-3694922	1	contig1:3694320-3694922	-	602	1	0.000	0.000	no change
I1I15_001319	contig1:3696079-3697179	1	contig1:3696079-3697179	+	1100	1	0.000	0.000	no change
I1I15_001320	contig1:3697607-3699177	1	contig1:3697607-3699177	-	1570	1	0.000	0.000	no change
I1I15_001321	contig1:3700076-3703996	1	contig1:3700076-3703996	-	3920	1	0.000	0.000	no change
I1I15_001322	contig1:3704206-3704568	1	contig1:3704206-3704568	-	362	1	0.000	0.000	no change
I1I15_001323	contig1:3706189-3707500	1	contig1:3706189-3707500	-	1311	1	0.000	0.000	no change
I1I15_001324	contig1:3711628-3716188	1	contig1:3711436-3716336	+	4900	1	0.036	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001325	contig1:3716989-3719186	1	contig1:3716989-3719186	+	2197	1	0.000	0.000	no change
I1I15_001326	contig1:3719733-3720989	1	contig1:3719733-3720989	-	1256	1	0.000	0.000	no change
I1I15_001327	contig1:3721345-3723012	1	contig1:3721345-3723012	-	1667	1	0.000	0.000	no change
I1I15_001328	contig1:3723438-3724704	1	contig1:3723193-3724937	-	1744	1	0.170	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001329	contig1:3725376-3728444	1	contig1:3725066-3728444	-	3378	1	0.052	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_001330	contig1:3728988-3729847	1	contig1:3728793-3730290	-	1497	1	0.209	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001331	contig1:3730478-3732316	1	contig1:3730478-3732316	+	1838	1	0.000	0.000	no change
I1I15_001332	contig1:3732600-3733745	1	contig1:3732600-3733745	-	1145	1	0.000	0.000	no change
I1I15_001333	contig1:3733781-3734869	1	contig1:3733781-3734869	+	1088	1	0.000	0.000	no change
I1I15_001334	contig1:3735768-3740671	1	contig1:3735692-3740796	+	5104	1	0.020	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001335	contig1:3740960-3742450	1	contig1:3740960-3742450	-	1490	1	0.000	0.000	no change
I1I15_001336	contig1:3743437-3744669	1	contig1:3743437-3744669	+	1232	1	0.000	0.000	no change
I1I15_001337	contig1:3745602-3747279	1	contig1:3745602-3747279	+	1677	1	0.000	0.000	no change
I1I15_001338	contig1:3747748-3748330	1	contig1:3747748-3748330	-	582	1	0.000	0.000	no change
I1I15_001339	contig1:3750824-3751213	1	contig1:3750824-3751213	+	389	1	0.000	0.000	no change
I1I15_001340	contig1:3751744-3752616	1	contig1:3751744-3752616	+	872	1	0.000	0.000	no change
I1I15_001341	contig1:3753212-3753995	1	contig1:3753212-3753995	+	783	1	0.000	0.000	no change
I1I15_001342	contig1:3754261-3755961	1	contig1:3754261-3755961	-	1700	1	0.000	0.000	no change
I1I15_001343	contig1:3756184-3757290	1	contig1:3756184-3757290	-	1106	1	0.000	0.000	no change
I1I15_001344	contig1:3757631-3760444	1	contig1:3757631-3760444	-	2813	1	0.000	0.000	no change
I1I15_001345	contig1:3765337-3767040	1	contig1:3765337-3767040	+	1703	1	0.000	0.000	no change
I1I15_001346	contig1:3767795-3768887	1	contig1:3767795-3768887	+	1092	1	0.000	0.000	no change
I1I15_001347	contig1:3769911-3771758	1	contig1:3769911-3771758	-	1847	1	0.000	0.000	no change
I1I15_001348	contig1:3772718-3773697	1	contig1:3772718-3773697	-	979	1	0.000	0.000	no change
I1I15_001349	contig1:3777222-3778036	1	contig1:3777222-3778036	-	814	1	0.000	0.000	no change
I1I15_001350	contig1:3779149-3780475	1	contig1:3779149-3780475	+	1326	1	0.000	0.000	no change
I1I15_001351	contig1:3780852-3780922	1	contig1:3780852-3780922	+	70	1	0.000	0.000	no change
I1I15_001352	contig1:3780949-3781019	1	contig1:3780949-3781019	+	70	1	0.000	0.000	no change
I1I15_001353	contig1:3783819-3785617	1	contig1:3783793-3786001	+	2208	1	0.100	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001354	contig1:3786809-3788185	1	contig1:3786809-3788580	-	1771	1	0.112	0.005	gene coordinates updated;5prime UTR added;mRNA updated;CDS update [translation pident: 99%]
I1I15_001355	contig1:3789927-3791119	1	contig1:3789927-3791119	+	1192	1	0.000	0.000	no change
I1I15_001356	contig1:3792425-3794280	1	contig1:3792425-3794280	+	1855	1	0.000	0.000	no change
I1I15_001357	contig1:3794947-3798406	1	contig1:3794551-3799212	+	4661	3	0.045	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001358	contig1:3800408-3802649	1	contig1:3800408-3802649	-	2241	1	0.000	0.000	no change
I1I15_001359	contig1:3803449-3805014	1	contig1:3803319-3805205	+	1886	1	0.091	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001360	contig1:3806238-3813286	1	contig1:3806238-3813392	+	7154	1	0.008	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_001361	contig1:3814400-3815686	1	contig1:3814400-3815686	-	1286	1	0.000	0.000	no change
I1I15_001362	contig1:3817087-3817248	1	contig1:3817087-3817248	-	161	1	0.000	0.000	no change
I1I15_001363	contig1:3818570-3819409	1	contig1:3818570-3819409	+	839	1	0.000	0.000	no change
I1I15_001364	contig1:3822085-3823298	1	contig1:3822085-3823298	-	1213	1	0.000	0.000	no change
I1I15_001365	contig1:3825288-3831573	1	contig1:3825288-3831653	-	6365	1	0.006	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_001366	contig1:3832051-3832653	1	contig1:3832051-3832653	+	602	1	0.000	0.000	no change
I1I15_001367	contig1:3833623-3835900	1	contig1:3833623-3835900	-	2277	1	0.000	0.000	no change
I1I15_001368	contig1:3837377-3843137	1	contig1:3837377-3843137	-	5760	1	0.000	0.000	no change
I1I15_001369	contig1:3843307-3845955	1	contig1:3843307-3845955	-	2648	1	0.000	0.000	no change
I1I15_001370	contig1:3847962-3848663	1	contig1:3847962-3848663	-	701	1	0.000	0.000	no change
I1I15_001371	contig1:3849149-3850568	1	contig1:3849149-3850568	-	1419	1	0.000	0.000	no change
I1I15_001372	contig1:3852350-3853801	1	contig1:3851796-3853898	+	2102	1	0.155	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001373	contig1:3854514-3854978	1	contig1:3854360-3854978	+	618	1	0.125	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_001374	contig1:3855731-3856832	1	contig1:3855731-3856832	-	1101	1	0.000	0.000	no change
I1I15_001375	contig1:3858643-3859020	1	contig1:3858643-3859020	+	377	1	0.000	0.000	no change
I1I15_001376	contig1:3859673-3861129	1	contig1:3859673-3861129	+	1456	1	0.000	0.000	no change
I1I15_001377	contig1:3861716-3862607	1	contig1:3861716-3862607	-	891	1	0.000	0.000	no change
I1I15_001378	contig1:3863054-3866675	1	contig1:3862809-3866907	+	4098	1	0.059	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001379	contig1:3867355-3868617	1	contig1:3867355-3868617	+	1262	1	0.000	0.000	no change
I1I15_001380	contig1:3870740-3871211	1	contig1:3870740-3871211	-	471	1	0.000	0.000	no change
I1I15_001381	contig1:3871963-3874468	1	contig1:3871765-3874546	+	2781	1	0.051	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001382	contig1:3874870-3875665	1	contig1:3874547-3875832	-	1285	1	0.260	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001383	contig1:3882439-3883536	1	contig1:3882439-3883536	+	1097	1	0.000	0.000	no change
I1I15_001384	contig1:3888710-3889270	1	contig1:3888710-3889270	+	560	1	0.000	0.000	no change
I1I15_001385	contig1:3891158-3893258	1	contig1:3891158-3893258	-	2100	1	0.000	0.000	no change
I1I15_001386	contig1:3893633-3895049	1	contig1:3893633-3895049	+	1416	1	0.000	0.000	no change
I1I15_001387	contig1:3895189-3895912	1	contig1:3895189-3895912	-	723	1	0.000	0.000	no change
I1I15_001388	contig1:3901964-3904789	1	contig1:3900246-3904979	-	4733	2	0.113	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001389	contig1:3906672-3910437	1	contig1:3905639-3910915	-	5276	1	0.147	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001390	contig1:3915302-3915734	1	contig1:3915302-3915734	+	432	1	0.000	0.000	no change
I1I15_001391	contig1:3916106-3921078	1	contig1:3916106-3921292	+	5186	1	0.023	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_001392	contig1:3921409-3923011	1	contig1:3921512-3923083	+	1571	1	0.139	0.014	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 97%]
I1I15_001393	contig1:3923170-3923950	1	contig1:3923170-3923950	+	780	1	0.000	0.000	no change
I1I15_001394	contig1:3926352-3928240	1	contig1:3926352-3928240	+	1888	1	0.000	0.000	no change
I1I15_001395	contig1:3930220-3930771	1	contig1:3930220-3930771	+	551	1	0.000	0.000	no change
I1I15_001396	contig1:3933353-3933749	1	contig1:3933353-3933749	+	396	1	0.000	0.000	no change
I1I15_001397	contig1:3936826-3938259	1	contig1:3936826-3938259	+	1433	1	0.000	0.000	no change
I1I15_001398	contig1:3939037-3940284	1	contig1:3939037-3940284	+	1247	1	0.000	0.000	no change
I1I15_001399	contig1:3941037-3942308	1	contig1:3941037-3942308	-	1271	1	0.000	0.000	no change
I1I15_001400	contig1:3942669-3944267	1	contig1:3942669-3944267	+	1598	1	0.000	0.000	no change
I1I15_001401	contig1:3944372-3944692	1	contig1:3943911-3945946	-	2035	1	0.416	0.300	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 40%]
I1I15_001402	contig1:3946077-3947309	1	contig1:3946077-3947309	+	1232	1	0.000	0.000	no change
I1I15_001403	contig1:3948715-3952590	1	contig1:3948715-3952590	-	3875	1	0.000	0.000	no change
I1I15_001404	contig1:3953266-3953601	1	contig1:3953266-3953601	-	335	1	0.000	0.000	no change
I1I15_001405	contig1:3954728-3956342	1	contig1:3954208-3956763	-	2555	1	0.188	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001406	contig1:3958608-3959968	1	contig1:3958055-3960702	-	2647	1	0.227	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001407	contig1:3966989-3967699	1	contig1:3966678-3967699	-	1021	1	0.129	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_001408	contig1:3968035-3969054	1	contig1:3967871-3969054	+	1183	1	0.069	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_001409	contig1:3969400-3970674	1	contig1:3969349-3970898	+	1549	1	0.095	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001410	contig1:3971154-3972351	1	contig1:3971027-3972522	+	1495	1	0.111	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001411	contig1:3973737-3976641	1	contig1:3973737-3976641	+	2904	1	0.000	0.000	no change
I1I15_001412	contig1:3977054-3978858	1	contig1:3977054-3978858	-	1804	1	0.000	0.000	no change
I1I15_001413	contig1:3980677-3980895	1	contig1:3980628-3981187	-	559	1	0.305	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001414	contig1:3983780-3985053	1	contig1:3982880-3985170	+	2290	1	0.242	0.108	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 84%]
I1I15_001415	contig1:3986199-3986864	1	contig1:3986199-3986864	+	665	1	0.000	0.000	no change
I1I15_001416	contig1:3987481-3989727	1	contig1:3987232-3990277	+	3045	1	0.139	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001417	contig1:3990585-3992684	1	contig1:3990585-3992684	-	2099	1	0.000	0.000	no change
I1I15_001418	contig1:3992991-3995062	1	contig1:3992853-3995133	+	2280	1	0.047	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001419	contig1:3997019-3998118	1	contig1:3997019-3998118	+	1099	1	0.000	0.000	no change
I1I15_001420	contig1:3998854-3999618	1	contig1:3998854-3999618	+	764	1	0.000	0.000	no change
I1I15_001421	contig1:4001320-4002932	1	contig1:4001320-4002932	-	1612	1	0.000	0.000	no change
I1I15_001422	contig1:4003564-4003917	1	contig1:4003564-4003917	-	353	1	0.000	0.000	no change
I1I15_001423	contig1:4005370-4009109	1	contig1:4004797-4010273	+	5476	3	0.025	0.003	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated;CDS update [translation pident: 98%, 90%, 82%]
I1I15_001424	contig1:4011472-4016395	1	contig1:4011472-4016395	-	4923	1	0.000	0.000	no change
I1I15_001425	contig1:4018522-4019581	1	contig1:4018522-4019581	+	1059	1	0.000	0.000	no change
I1I15_001426	contig1:4020077-4020906	1	contig1:4020077-4020906	+	829	1	0.000	0.000	no change
I1I15_001427	contig1:4024242-4027715	1	contig1:4023956-4027801	+	3845	1	0.052	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001428	contig1:4031385-4033935	1	contig1:4031385-4033935	+	2550	1	0.000	0.000	no change
I1I15_001429	contig1:4035223-4035546	1	contig1:4035223-4035546	+	323	1	0.000	0.000	no change
I1I15_001430	contig1:4036404-4037969	1	contig1:4036404-4037969	-	1565	1	0.000	0.000	no change
I1I15_001431	contig1:4038583-4039691	1	contig1:4038365-4039691	+	1326	1	0.090	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_001432	contig1:4040815-4041819	1	contig1:4040815-4041819	+	1004	1	0.000	0.000	no change
I1I15_001433	contig1:4042283-4043320	1	contig1:4042283-4043320	-	1037	1	0.000	0.000	no change
I1I15_001434	contig1:4043876-4046686	1	contig1:4043481-4046908	+	3427	1	0.077	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001435	contig1:4047708-4048612	1	contig1:4047708-4048612	+	904	1	0.000	0.000	no change
I1I15_001436	contig1:4049295-4050914	1	contig1:4049295-4050955	+	1660	1	0.014	0.000	gene coordinates updated;3prime UTR added;mRNA updated
I1I15_001437	contig1:4050987-4052567	1	contig1:4050987-4052567	+	1580	1	0.000	0.000	no change
I1I15_001438	contig1:4052942-4054709	1	contig1:4052942-4054709	+	1767	1	0.000	0.000	no change
I1I15_001439	contig1:4055509-4056570	1	contig1:4055509-4056570	+	1061	1	0.000	0.000	no change
I1I15_001440	contig1:4056725-4057592	1	contig1:4056725-4057592	-	867	1	0.000	0.000	no change
I1I15_001441	contig1:4058555-4061443	1	contig1:4058374-4064538	+	6164	1	0.266	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001442	contig1:4061820-4063304	1	contig1:4061820-4063304	-	1484	1	0.000	0.000	no change
I1I15_001443	contig1:4066318-4069449	1	contig1:4066318-4069449	+	3131	1	0.000	0.000	no change
I1I15_001444	contig1:4070209-4070804	1	contig1:4070209-4070804	+	595	1	0.000	0.000	no change
I1I15_001445	contig1:4070992-4071585	1	contig1:4070992-4071585	-	593	1	0.000	0.000	no change
I1I15_001446	contig1:4072927-4073577	1	contig1:4072927-4073607	-	680	1	0.022	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_001447	contig1:4074772-4076583	1	contig1:4074772-4076583	+	1811	1	0.000	0.000	no change
I1I15_001448	contig1:4077364-4079163	1	contig1:4077286-4079163	+	1877	1	0.028	0.000	gene coordinates updated;5prime UTR added;mRNA updated
I1I15_001449	contig1:4079754-4081688	1	contig1:4079754-4081688	+	1934	1	0.000	0.000	no change
I1I15_001450	contig1:4082225-4083487	1	contig1:4082225-4083487	-	1262	1	0.000	0.000	no change
I1I15_001451	contig1:4084039-4085264	1	contig1:4084039-4085264	-	1225	1	0.000	0.000	no change
I1I15_001452	contig1:4085706-4087913	1	contig1:4085706-4087913	-	2207	1	0.000	0.000	no change
I1I15_001453	contig1:4089010-4090446	1	contig1:4089010-4090446	-	1436	1	0.000	0.000	no change
I1I15_001454	contig1:4093359-4095216	1	contig1:4093359-4095216	+	1857	1	0.000	0.000	no change
I1I15_001455	contig1:4095498-4096697	1	contig1:4095498-4096697	-	1199	1	0.000	0.000	no change
I1I15_001456	contig1:4097471-4098608	1	contig1:4097471-4098608	+	1137	1	0.000	0.000	no change
I1I15_001457	contig1:4100727-4102222	1	contig1:4100599-4102270	-	1671	1	0.056	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
I1I15_001458	contig1:4102478-4104135	1	contig1:4102478-4104135	+	1657	1	0.000	0.000	no change
I1I15_001459	contig1:4104329-4105354	1	contig1:4104329-4105354	-	1025	1	0.000	0.000	no change
I1I15_001460	contig1:4106749-4107835	1	contig1:4106491-4107963	-	1472	1	0.158	0.000	gene coordinates updated;5prime UTR added;3prime UTR added;mRNA updated
